time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-07T23:12:39.721Z,47.4192,-114.6122,5,3.1,ml,,140,0.747,0.57,us,us70004ecq,2019-07-08T15:49:38.249Z,"20km ESE of Plains, Montana",earthquake,3,2,0.056,42,reviewed,us,us
2019-07-07T23:02:24.450Z,35.5458336,-117.409668,2.31,2.98,ml,50,48,0.0423,0.2,ci,ci38480631,2019-07-07T23:34:18.287Z,"24km S of Trona, CA",earthquake,0.22,0.38,0.27,23,reviewed,ci,ci
2019-07-07T22:52:52.870Z,35.6414986,-117.5533371,7.12,3.38,ml,51,59,0.09234,0.15,ci,ci38480559,2019-07-08T00:54:05.360Z,"11km ENE of Ridgecrest, CA",earthquake,0.18,0.69,0.232,18,reviewed,ci,ci
2019-07-07T22:42:47.350Z,35.6068333,-117.46,2.05,2.5,ml,28,66,0.02037,0.18,ci,ci38480519,2019-07-07T23:05:51.548Z,"19km SSW of Searles Valley, CA",earthquake,0.28,0.57,0.18,25,automatic,ci,ci
2019-07-07T22:35:23.510Z,35.8211667,-117.6583333,5.89,2.8,ml,26,56,0.08751,0.2,ci,ci38480463,2019-07-07T22:46:17.720Z,"22km N of Ridgecrest, CA",earthquake,0.28,1.15,0.147,26,automatic,ci,ci
2019-07-07T22:33:21.380Z,35.6838341,-117.5309982,1.15,3.26,ml,58,60,0.1121,0.13,ci,ci38480447,2019-07-07T23:34:31.977Z,"15km SW of Searles Valley, CA",earthquake,0.18,0.44,0.201,23,reviewed,ci,ci
2019-07-07T22:27:34.470Z,35.9285,-117.6796667,1.6,2.76,ml,26,50,0.06368,0.2,ci,ci38480415,2019-07-07T22:31:23.286Z,"20km E of Little Lake, CA",earthquake,0.26,0.46,0.149,25,automatic,ci,ci
2019-07-07T22:23:08.550Z,35.5725,-117.5185,9.75,2.8,ml,33,37,0.04797,0.16,ci,ci38480391,2019-07-07T22:34:04.990Z,"15km ESE of Ridgecrest, CA",earthquake,0.23,0.51,0.208,25,automatic,ci,ci
2019-07-07T22:07:48.580Z,35.6501667,-117.453,2.87,2.79,ml,31,67,0.06397,0.13,ci,ci38480287,2019-07-07T22:18:45.060Z,"14km SSW of Searles Valley, CA",earthquake,0.24,0.5,0.122,25,automatic,ci,ci
2019-07-07T22:00:55.642Z,30.8371,141.4843,35,4.5,mb,,140,3.778,0.59,us,us70004ebb,2019-07-07T22:49:18.040Z,"295km SSE of Hachijo-jima, Japan",earthquake,12.3,2,0.131,17,reviewed,us,us
2019-07-07T22:00:51.020Z,35.9416667,-117.6915,1.87,2.83,ml,23,48,0.07312,0.19,ci,ci38480255,2019-07-07T22:11:36.110Z,"19km E of Little Lake, CA",earthquake,0.26,0.5,0.171,25,automatic,ci,ci
2019-07-07T21:41:24.710Z,35.8571667,-117.6875,9.51,2.72,ml,19,49,0.07941,0.22,ci,ci38480127,2019-07-07T21:45:17.908Z,"22km ESE of Little Lake, CA",earthquake,0.41,0.96,0.161,26,automatic,ci,ci
2019-07-07T21:41:11.230Z,35.948,-117.7255,1.61,2.52,ml,28,43,0.07482,0.16,ci,ci38480119,2019-07-07T21:52:13.410Z,"16km E of Little Lake, CA",earthquake,0.21,0.38,0.285,26,automatic,ci,ci
2019-07-07T21:20:51.450Z,35.939,-117.691,2.38,2.74,ml,24,60,0.07254,0.19,ci,ci38479991,2019-07-07T21:24:46.384Z,"19km E of Little Lake, CA",earthquake,0.26,0.53,0.106,25,automatic,ci,ci
2019-07-07T21:15:29.560Z,35.947834,-117.6918335,1.42,3.79,mw,50,36,0.07414,0.18,ci,ci38479967,2019-07-08T04:09:01.098Z,"19km E of Little Lake, CA",earthquake,0.18,0.34,,4,reviewed,ci,ci
2019-07-07T21:05:16.840Z,35.0503333,-118.9268333,6.39,2.75,ml,50,47,0.1101,0.29,ci,ci38479911,2019-07-07T22:55:51.358Z,"12km N of Grapevine, CA",earthquake,0.36,1.45,0.153,26,automatic,ci,ci
2019-07-07T21:02:51.730Z,35.7753334,-117.6011658,7.87,3.45,ml,50,53,0.04043,0.19,ci,ci38479903,2019-07-07T23:55:55.017Z,"18km W of Searles Valley, CA",earthquake,0.19,0.57,0.259,18,reviewed,ci,ci
2019-07-07T20:53:16.230Z,19.3713,-66.3431,24,2.65,md,13,307,0.9134,0.19,pr,pr2019188017,2019-07-07T23:48:32.413Z,"100km N of Brenas, Puerto Rico",earthquake,1.12,16.53,0.48,10,reviewed,pr,pr
2019-07-07T20:46:41.240Z,35.8149986,-117.5978317,7.54,3.25,ml,47,43,0.0007847,0.26,ci,ci38479783,2019-07-07T23:35:29.873Z,"18km WNW of Searles Valley, CA",earthquake,0.23,0.68,0.176,18,reviewed,ci,ci
2019-07-07T20:46:12.220Z,35.5905,-117.3798333,4.13,2.68,ml,16,137,0.06659,0.16,ci,ci38479775,2019-07-08T00:24:07.793Z,"19km S of Trona, CA",earthquake,0.49,0.87,0.261,117,reviewed,ci,ci
2019-07-07T20:33:28.504Z,-6.9868,155.8108,98.88,4.6,mb,,94,4.57,0.81,us,us70004e8q,2019-07-07T20:59:42.040Z,"82km SSE of Panguna, Papua New Guinea",earthquake,5.4,7,0.089,38,reviewed,us,us
2019-07-07T20:30:36.090Z,35.6393333,-117.4671667,2.55,2.65,ml,31,65,0.05287,0.24,ci,ci38479655,2019-07-07T20:41:05.220Z,"15km SSW of Searles Valley, CA",earthquake,0.36,0.74,0.146,25,automatic,ci,ci
2019-07-07T20:14:01.250Z,35.9031667,-117.702,1.8,2.52,ml,27,44,0.08765,0.16,ci,ci38479511,2019-07-07T20:24:46.500Z,"19km ESE of Little Lake, CA",earthquake,0.21,0.43,0.155,25,automatic,ci,ci
2019-07-07T20:09:08.130Z,35.795,-117.6278333,2.69,2.55,ml,25,56,0.03219,0.16,ci,ci38479439,2019-07-07T20:19:36.750Z,"20km NNE of Ridgecrest, CA",earthquake,0.25,0.37,0.166,26,automatic,ci,ci
2019-07-07T19:51:30.620Z,35.6686667,-117.4975,10.44,2.77,ml,33,63,0.08689,0.13,ci,ci38479263,2019-07-07T21:18:27.557Z,"14km SW of Searles Valley, CA",earthquake,0.21,0.48,0.16,25,automatic,ci,ci
2019-07-07T19:48:36.840Z,35.9375,-117.7021667,1.48,2.97,ml,24,48,0.08155,0.21,ci,ci38479239,2019-07-07T23:35:48.565Z,"18km E of Little Lake, CA",earthquake,0.3,0.51,0.182,26,reviewed,ci,ci
2019-07-07T19:37:35.410Z,35.6776667,-117.5303333,2.84,2.46,ml,17,77,0.1066,0.22,ci,ci38479151,2019-07-07T19:41:22.535Z,"15km ENE of Ridgecrest, CA",earthquake,0.35,0.76,0.131,4,automatic,ci,ci
2019-07-07T19:37:10.220Z,35.6549988,-117.526001,9.76,3.19,ml,54,61,0.08587,0.14,ci,ci38479143,2019-07-07T23:36:31.887Z,"14km ENE of Ridgecrest, CA",earthquake,0.17,0.4,0.242,21,reviewed,ci,ci
2019-07-07T19:28:09.990Z,35.8318333,-117.6656667,3.95,2.58,ml,22,40,0.05767,0.21,ci,ci38479031,2019-07-07T19:38:40.930Z,"24km N of Ridgecrest, CA",earthquake,0.31,0.73,0.206,25,automatic,ci,ci
2019-07-07T19:24:54.550Z,35.8776667,-117.706,5.07,2.68,ml,13,81,0.08337,0.09,ci,ci38479007,2019-07-07T22:58:43.183Z,"19km ESE of Little Lake, CA",earthquake,0.2,0.84,0.12,42,reviewed,ci,ci
2019-07-07T19:24:20.500Z,35.915,-117.729,2.84,2.67,ml,23,58,0.1054,0.19,ci,ci38478999,2019-07-07T19:28:11.392Z,"16km E of Little Lake, CA",earthquake,0.28,0.71,0.172,26,automatic,ci,ci
2019-07-07T19:12:35.660Z,35.8168333,-117.633,2.3,2.59,ml,26,52,0.02887,0.22,ci,ci38478911,2019-07-07T19:23:23.470Z,"21km WNW of Searles Valley, CA",earthquake,0.27,0.46,0.19,25,automatic,ci,ci
2019-07-07T19:02:21.550Z,35.9003333,-117.7278333,2.66,2.48,ml,25,54,0.08784,0.25,ci,ci38478839,2019-07-07T19:06:05.324Z,"17km ESE of Little Lake, CA",earthquake,0.36,0.6,0.138,26,automatic,ci,ci
2019-07-07T19:00:51.320Z,35.6541672,-117.4726639,2.95,3.25,ml,58,39,0.06806,0.14,ci,ci38478823,2019-07-07T23:36:56.970Z,"14km SSW of Searles Valley, CA",earthquake,0.16,0.42,0.281,21,reviewed,ci,ci
2019-07-07T18:58:58.490Z,35.7006667,-117.514,6.58,2.48,ml,29,61,0.1215,0.13,ci,ci38478799,2019-07-07T19:10:03.920Z,"12km SW of Searles Valley, CA",earthquake,0.21,0.74,0.145,25,automatic,ci,ci
2019-07-07T18:50:02.340Z,35.5955009,-117.4304962,5.63,3.59,mw,65,25,0.02736,0.17,ci,ci38478703,2019-07-08T14:12:16.411Z,"19km S of Searles Valley, CA",earthquake,0.17,0.49,,4,reviewed,ci,ci
2019-07-07T18:49:14.681Z,-23.9144,-179.8749,516.15,5.1,mb,,71,5.587,0.96,us,us70004e5q,2019-07-07T19:13:59.040Z,"South of the Fiji Islands",earthquake,8.3,6.7,0.03,362,reviewed,us,us
2019-07-07T18:49:00.783Z,-23.7751,-179.932,523.57,5.3,mb,,115,6.289,1.19,us,us70004e5s,2019-07-07T19:07:20.040Z,"South of the Fiji Islands",earthquake,13.1,9.8,0.078,54,reviewed,us,us
2019-07-07T18:40:35.890Z,36.0821667,-117.8406667,3.69,2.59,ml,22,52,0.03716,0.13,ci,ci38478647,2019-07-07T18:51:42.450Z,"10km ENE of Coso Junction, CA",earthquake,0.24,0.49,0.256,25,automatic,ci,ci
2019-07-07T18:35:09.991Z,0.3821,126.2355,35,4.6,mb,,140,1.195,0.81,us,us70004e4x,2019-07-07T19:24:30.040Z,"133km WSW of Kota Ternate, Indonesia",earthquake,7.8,2,0.122,20,reviewed,us,us
2019-07-07T18:31:08.255Z,59.7796,-148.4734,1,2.6,ml,,,,0.74,ak,ak0198n7xpmf,2019-07-07T18:37:43.647Z,"65km ESE of Seward, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-07-07T18:27:58.820Z,35.9163322,-117.7113342,4.27,2.52,ml,41,35,0.05865,0.15,ci,ci38478503,2019-07-07T18:39:16.820Z,"18km E of Little Lake, CA",earthquake,0.21,0.47,0.168,23,automatic,ci,ci
2019-07-07T18:19:19.960Z,35.8876648,-117.731163,4.5,3.28,ml,45,44,0.08355,0.18,ci,ci38478423,2019-07-07T23:37:35.994Z,"17km ESE of Little Lake, CA",earthquake,0.21,0.57,0.313,21,reviewed,ci,ci
2019-07-07T18:17:25.735Z,0.5359,126.3453,35,4.6,mb,,125,3.902,1.41,us,us70004e4f,2019-07-07T19:17:40.040Z,"116km WSW of Kota Ternate, Indonesia",earthquake,10.9,2,0.096,32,reviewed,us,us
2019-07-07T18:08:17.760Z,37.484,-118.75,10.59,3.3,md,39,103,0.08545,0.06,nc,nc73213416,2019-07-08T16:12:03.330Z,"11km SW of Toms Place, CA",earthquake,0.27,0.76,0.207,33,reviewed,nc,nc
2019-07-07T18:07:36.300Z,35.874,-117.687,2.52,2.63,ml,26,56,0.07951,0.16,ci,ci38478343,2019-07-07T18:18:34.290Z,"21km ESE of Little Lake, CA",earthquake,0.25,0.42,0.137,26,automatic,ci,ci
2019-07-07T18:05:57.730Z,35.9306679,-117.7166672,1.78,2.99,ml,44,33,0.08408,0.15,ci,ci38478335,2019-07-07T23:39:17.921Z,"17km E of Little Lake, CA",earthquake,0.19,0.34,0.22,25,reviewed,ci,ci
2019-07-07T17:47:25.130Z,35.8916667,-117.6816667,8.52,2.8,ml,25,54,0.06159,0.17,ci,ci38478183,2019-07-07T17:58:23.330Z,"21km ESE of Little Lake, CA",earthquake,0.32,0.65,0.253,25,automatic,ci,ci
2019-07-07T17:44:09.420Z,35.6416667,-117.471,5.72,2.87,ml,30,65,0.05551,0.17,ci,ci38478143,2019-07-07T17:47:57.419Z,"15km SSW of Searles Valley, CA",earthquake,0.26,0.86,0.144,26,automatic,ci,ci
2019-07-07T17:33:22.890Z,35.8528333,-117.6936667,6.06,2.77,ml,24,57,0.0728,0.14,ci,ci38478047,2019-07-07T17:44:01.450Z,"21km ESE of Little Lake, CA",earthquake,0.23,0.72,0.14,26,automatic,ci,ci
2019-07-07T17:33:04.530Z,35.8535,-117.6933333,4.92,2.46,ml,26,58,0.07342,0.16,ci,ci38478039,2019-07-07T17:43:58.920Z,"21km ESE of Little Lake, CA",earthquake,0.28,0.6,0.169,25,automatic,ci,ci
2019-07-07T17:30:07.640Z,19.3094997,-155.9838409,22.49,2.47,ml,43,243,0.1177,0.21,hv,hv71037497,2019-07-07T22:36:49.509Z,"20km SW of Honaunau-Napoopoo, Hawaii",earthquake,0.75,2.15,3.45,12,automatic,hv,hv
2019-07-07T17:21:31.730Z,33.7565,-116.145,2.88,2.46,ml,69,83,0.07534,0.21,ci,ci38477951,2019-07-07T22:30:55.694Z,"8km ENE of Indio, CA",earthquake,0.2,0.45,0.205,25,reviewed,ci,ci
2019-07-07T17:05:16.491Z,0.5388,126.2116,35,4.8,mb,,98,5.459,1.25,us,us70004e2f,2019-07-07T17:47:31.040Z,"131km WSW of Kota Ternate, Indonesia",earthquake,9.8,2,0.061,83,reviewed,us,us
2019-07-07T17:01:05.870Z,19.7576,-67.994,30,2.69,md,9,251,1.2825,0.41,pr,pr2019188015,2019-07-07T20:26:51.144Z,"137km NNE of Punta Cana, Dominican Republic",earthquake,3.37,28.7,0.35,6,reviewed,pr,pr
2019-07-07T17:00:46.040Z,35.7618333,-117.5753333,9.61,2.61,ml,28,62,0.1585,0.19,ci,ci38477751,2019-07-07T17:11:13.100Z,"16km W of Searles Valley, CA",earthquake,0.31,0.86,0.163,26,automatic,ci,ci
2019-07-07T16:51:46.340Z,41.0668335,-121.6029968,16.58,2.84,md,26,138,0.1391,0.08,nc,nc73213306,2019-07-08T10:08:01.848Z,"15km WNW of Fall River Mills, CA",earthquake,0.4,1.44,0.13,21,automatic,nc,nc
2019-07-07T16:42:24.260Z,35.8138333,-117.636,5.37,2.47,ml,25,62,0.03134,0.14,ci,ci38477647,2019-07-07T16:46:23.582Z,"22km WNW of Searles Valley, CA",earthquake,0.19,0.56,0.139,26,automatic,ci,ci
2019-07-07T16:40:41.280Z,35.9035,-117.662,0.11,2.71,ml,15,90,0.05855,0.32,ci,ci38477639,2019-07-07T16:44:52.517Z,"22km E of Little Lake, CA",earthquake,0.6,31.61,0.193,27,automatic,ci,ci
2019-07-07T16:31:44.310Z,35.6351667,-117.4286667,4.81,2.5,ml,27,99,0.05572,0.14,ci,ci38477575,2019-07-07T16:44:28.299Z,"15km S of Searles Valley, CA",earthquake,0.26,0.56,0.159,25,automatic,ci,ci
2019-07-07T16:12:16.366Z,-21.636,-66.907,239.36,4.6,mb,,71,1.761,0.61,us,us70004e17,2019-07-07T17:10:41.040Z,"104km SW of Atocha, Bolivia",earthquake,9.2,7.7,0.146,14,reviewed,us,us
2019-07-07T16:08:00.610Z,35.6725006,-117.5258331,7.66,3.05,ml,48,44,0.1544,0.16,ci,ci38477415,2019-07-07T17:47:06.164Z,"15km ENE of Ridgecrest, CA",earthquake,0.19,1.08,0.259,21,reviewed,ci,ci
2019-07-07T16:03:32.032Z,56.1571,-149.914,20.25,4.3,mb,,164,2.145,0.55,us,us70004e0w,2019-07-07T16:42:56.040Z,"236km SE of Kodiak, Alaska",earthquake,8.2,3.7,0.069,59,reviewed,us,us
2019-07-07T15:50:49.840Z,35.68,-117.5168333,9.85,2.89,ml,29,61,0.1034,0.12,ci,ci38477335,2019-07-07T18:57:22.774Z,"14km SW of Searles Valley, CA",earthquake,0.21,0.52,0.172,25,reviewed,ci,ci
2019-07-07T15:49:15.090Z,35.8683319,-117.6988297,3.2,3.3,ml,45,41,0.08024,0.21,ci,ci38477319,2019-07-08T03:59:21.117Z,"20km ESE of Little Lake, CA",earthquake,0.23,0.92,0.215,32,reviewed,ci,ci
2019-07-07T15:48:11.760Z,35.8203316,-117.6618347,3.84,3.45,ml,52,49,0.08457,0.24,ci,ci38477303,2019-07-08T15:49:39.150Z,"22km N of Ridgecrest, CA",earthquake,0.22,0.73,0.238,18,reviewed,ci,ci
2019-07-07T15:43:59.051Z,0.5432,126.155,35,4.9,mb,,58,1.232,0.6,us,us70004e0j,2019-07-07T16:23:53.040Z,"137km W of Kota Ternate, Indonesia",earthquake,7.3,2,0.082,53,reviewed,us,us
2019-07-07T15:34:49.790Z,35.7523333,-117.5808333,3.56,2.57,ml,25,65,0.06471,0.21,ci,ci38477223,2019-07-07T15:39:03.020Z,"16km W of Searles Valley, CA",earthquake,0.3,1.11,0.133,25,automatic,ci,ci
2019-07-07T15:31:28.880Z,35.7911667,-117.6323333,8.9,2.47,ml,20,67,0.03745,0.21,ci,ci38477199,2019-07-07T16:03:16.260Z,"19km NNE of Ridgecrest, CA",earthquake,0.37,0.76,0.111,22,automatic,ci,ci
2019-07-07T15:30:52.530Z,35.8403333,-117.6695,4.26,2.62,ml,28,42,0.06344,0.15,ci,ci38477191,2019-07-07T16:02:49.725Z,"24km ESE of Little Lake, CA",earthquake,0.22,0.55,0.134,26,automatic,ci,ci
2019-07-07T15:29:16.086Z,0.5107,126.3378,35,4.9,mb,,44,1.061,0.83,us,us70004e08,2019-07-07T16:25:37.040Z,"118km WSW of Kota Ternate, Indonesia",earthquake,6.9,2,0.112,28,reviewed,us,us
2019-07-07T15:27:37.870Z,35.982,-117.735,1.25,2.55,ml,20,82,0.07456,0.14,ci,ci38477167,2019-07-07T15:38:50.400Z,"16km ENE of Little Lake, CA",earthquake,0.22,0.39,0.163,25,automatic,ci,ci
2019-07-07T15:12:01.500Z,35.9146667,-117.703,1.81,2.58,ml,24,61,0.08486,0.23,ci,ci38477063,2019-07-07T15:21:34.659Z,"18km E of Little Lake, CA",earthquake,0.35,0.7,0.12,25,automatic,ci,ci
2019-07-07T15:08:40.632Z,0.5229,126.1994,36.26,6.9,mww,,21,1.193,0.86,us,us70004dz3,2019-07-08T15:13:09.240Z,"133km WSW of Kota Ternate, Indonesia",earthquake,6.5,4.9,0.043,51,reviewed,us,us
2019-07-07T15:05:05.000Z,35.5726667,-117.4161667,7.22,2.92,ml,31,70,0.03998,0.11,ci,ci38477007,2019-07-07T17:25:29.854Z,"22km S of Trona, CA",earthquake,0.2,0.53,0.136,25,reviewed,ci,ci
2019-07-07T14:54:53.620Z,35.8936667,-117.6951667,4.51,2.9,ml,26,44,0.08669,0.2,ci,ci38476927,2019-07-07T15:16:48.653Z,"20km ESE of Little Lake, CA",earthquake,0.29,0.68,0.164,25,automatic,ci,ci
2019-07-07T14:46:40.520Z,35.9138336,-117.7116699,1.81,3.6,mw,53,38,0.09189,0.19,ci,ci38476855,2019-07-08T14:48:02.057Z,"18km E of Little Lake, CA",earthquake,0.18,0.36,,4,reviewed,ci,ci
2019-07-07T14:42:38.910Z,34.178,-117.262,2.63,2.47,ml,96,25,0.02688,0.21,ci,ci38476831,2019-07-08T01:16:09.204Z,"6km NNE of San Bernardino, CA",earthquake,0.18,0.32,0.132,23,automatic,ci,ci
2019-07-07T14:33:33.560Z,35.8728333,-117.7283333,6.98,2.63,ml,26,57,0.07068,0.14,ci,ci38476751,2019-07-07T14:44:46.450Z,"18km ESE of Little Lake, CA",earthquake,0.19,0.47,0.153,25,automatic,ci,ci
2019-07-07T14:32:51.480Z,35.8933333,-117.6876667,11.29,2.6,ml,13,78,0.08159,0.3,ci,ci38476743,2019-07-07T14:36:45.172Z,"20km ESE of Little Lake, CA",earthquake,0.73,1.67,0.255,26,automatic,ci,ci
2019-07-07T14:32:03.310Z,35.674,-117.5221667,9.58,2.76,ml,27,61,0.1,0.14,ci,ci38476735,2019-07-07T14:43:02.620Z,"15km SW of Searles Valley, CA",earthquake,0.22,0.59,0.129,25,automatic,ci,ci
2019-07-07T14:28:18.850Z,35.6566658,-117.5846634,7.83,3.18,ml,48,57,0.1219,0.19,ci,ci38476711,2019-07-08T14:36:02.446Z,"9km ENE of Ridgecrest, CA",earthquake,0.2,0.9,0.28,17,reviewed,ci,ci
2019-07-07T14:21:35.000Z,35.6446648,-117.4235001,4.2,3.29,ml,67,45,0.06605,0.15,ci,ci38476671,2019-07-07T17:17:44.809Z,"14km S of Searles Valley, CA",earthquake,0.16,0.52,0.226,20,reviewed,ci,ci
2019-07-07T14:14:16.310Z,35.6906667,-117.5525,9.45,2.67,ml,29,59,0.1273,0.19,ci,ci38476607,2019-07-07T14:25:21.190Z,"14km NE of Ridgecrest, CA",earthquake,0.31,0.84,0.173,25,automatic,ci,ci
2019-07-07T13:35:46.734Z,17.1089,146.1306,109.83,4.5,mb,,77,1.886,0.54,us,us70004dxn,2019-07-07T14:08:40.040Z,"96km NNE of Anatahan, Northern Mariana Islands",earthquake,11,8.3,0.077,49,reviewed,us,us
2019-07-07T13:25:46.360Z,35.6318333,-117.459,6.13,2.73,ml,31,66,0.04531,0.13,ci,ci38476287,2019-07-07T13:36:40.710Z,"16km SSW of Searles Valley, CA",earthquake,0.22,0.55,0.14,25,automatic,ci,ci
2019-07-07T13:23:52.330Z,35.8961678,-117.6920013,6.51,3.26,ml,47,39,0.08324,0.16,ci,ci38476279,2019-07-07T17:19:10.954Z,"20km ESE of Little Lake, CA",earthquake,0.19,0.53,0.189,18,reviewed,ci,ci
2019-07-07T13:17:54.424Z,8.8398,-84.3637,10,4.5,mb,,224,0.963,0.64,us,us70004dx9,2019-07-08T01:30:48.706Z,"68km SSW of Quepos, Costa Rica",earthquake,6.2,1.9,0.088,38,reviewed,us,us
2019-07-07T13:13:14.070Z,35.8751667,-117.6973333,3.1,2.72,ml,27,48,0.08619,0.16,ci,ci38476199,2019-07-07T13:24:25.320Z,"20km ESE of Little Lake, CA",earthquake,0.23,0.96,0.117,25,automatic,ci,ci
2019-07-07T13:05:39.495Z,44.579,148.4033,35,4.7,mb,,136,4.607,0.56,us,us70004dwy,2019-07-07T15:40:01.040Z,"83km SSE of Kuril'sk, Russia",earthquake,9.8,2,0.043,161,reviewed,us,us
2019-07-07T13:05:15.410Z,35.8818333,-117.6733333,1.07,2.54,ml,23,56,0.07919,0.25,ci,ci38476151,2019-07-07T15:16:26.576Z,"22km ESE of Little Lake, CA",earthquake,0.4,0.73,0.11,25,automatic,ci,ci
2019-07-07T12:57:14.550Z,35.8283333,-117.6851667,6.8,2.49,ml,27,46,0.06772,0.22,ci,ci38476071,2019-07-07T13:01:05.374Z,"23km N of Ridgecrest, CA",earthquake,0.35,0.75,0.123,27,automatic,ci,ci
2019-07-07T12:48:03.220Z,36.1756667,-117.9758333,4.04,2.8,ml,17,70,0.1138,0.14,ci,ci38476007,2019-07-07T12:51:53.805Z,"12km SSE of Olancha, CA",earthquake,0.31,1.15,0.151,25,automatic,ci,ci
2019-07-07T12:39:48.530Z,35.645668,-117.4813309,3.36,3.25,ml,60,56,0.06106,0.16,ci,ci38475967,2019-07-07T17:19:00.494Z,"15km SSW of Searles Valley, CA",earthquake,0.18,0.59,0.237,21,reviewed,ci,ci
2019-07-07T12:35:41.230Z,35.6981659,-117.5218353,9.86,2.68,ml,43,60,0.1216,0.16,ci,ci38475927,2019-07-07T12:46:44.570Z,"13km SW of Searles Valley, CA",earthquake,0.2,0.54,0.189,23,automatic,ci,ci
2019-07-07T12:21:38.240Z,35.6758333,-117.4881667,0.27,2.66,ml,27,86,0.09161,0.23,ci,ci38475839,2019-07-07T12:32:32.590Z,"13km SW of Searles Valley, CA",earthquake,0.35,31.61,0.165,25,automatic,ci,ci
2019-07-07T12:14:30.385Z,57.0986,-149.6875,10,3.5,ml,,192,1.709,0.55,us,us70004dw2,2019-07-07T12:59:36.040Z,"180km ESE of Kodiak, Alaska",earthquake,8.1,2,0.039,86,reviewed,us,us
2019-07-07T11:56:26.230Z,35.9055,-117.6888333,1.7,2.73,ml,23,54,0.07688,0.13,ci,ci38475663,2019-07-07T12:00:14.874Z,"20km E of Little Lake, CA",earthquake,0.17,0.33,0.134,26,automatic,ci,ci
2019-07-07T11:41:04.160Z,35.9169998,-117.7093353,1.42,3.22,ml,46,35,0.08933,0.18,ci,ci38475551,2019-07-07T17:18:49.946Z,"18km E of Little Lake, CA",earthquake,0.19,0.37,0.254,25,reviewed,ci,ci
2019-07-07T11:33:50.060Z,35.5675011,-117.3501663,1.21,3.49,mw,63,28,0.04404,0.15,ci,ci38475511,2019-07-08T11:35:25.008Z,"22km S of Trona, CA",earthquake,0.16,0.33,,6,reviewed,ci,ci
2019-07-07T11:29:31.150Z,35.9158333,-117.7333333,3,2.64,ml,26,62,0.07621,0.15,ci,ci38475463,2019-07-07T11:40:29.380Z,"16km E of Little Lake, CA",earthquake,0.22,0.93,0.143,25,automatic,ci,ci
2019-07-07T11:22:16.270Z,35.8058319,-117.5916672,9.84,4.15,mw,61,53,0.01097,0.21,ci,ci38475431,2019-07-08T11:24:49.833Z,"18km WNW of Searles Valley, CA",earthquake,0.18,0.42,,6,reviewed,ci,ci
2019-07-07T11:17:30.190Z,35.678,-117.5118333,8.69,2.69,ml,28,61,0.09985,0.18,ci,ci38475391,2019-07-07T11:28:25.720Z,"14km SW of Searles Valley, CA",earthquake,0.34,1.04,0.196,25,automatic,ci,ci
2019-07-07T11:16:11.520Z,35.9831667,-117.9345,3.64,2.57,ml,30,57,0.04336,0.13,ci,ci38475375,2019-07-07T11:20:01.126Z,"6km NNW of Little Lake, CA",earthquake,0.2,0.57,0.196,26,automatic,ci,ci
2019-07-07T11:04:04.400Z,35.7298333,-117.6693333,20.04,2.73,ml,19,112,0.07592,0.37,ci,ci38475311,2019-07-07T11:24:58.104Z,"12km N of Ridgecrest, CA",earthquake,1.03,1.29,0.149,25,automatic,ci,ci
2019-07-07T11:01:57.210Z,35.6048333,-117.3983333,3.09,2.83,ml,28,72,0.05517,0.2,ci,ci38475295,2019-07-07T11:12:56.070Z,"18km S of Trona, CA",earthquake,0.35,1.06,0.187,25,automatic,ci,ci
2019-07-07T10:55:00.040Z,35.897,-117.7198333,4.2,2.53,ml,29,39,0.09509,0.16,ci,ci38475223,2019-07-07T11:05:54.270Z,"17km ESE of Little Lake, CA",earthquake,0.21,0.59,0.153,25,automatic,ci,ci
2019-07-07T10:52:58.514Z,18.8229,-46.0648,10,4.9,mb,,62,14.986,0.8,us,us70004dul,2019-07-07T11:10:25.040Z,"Northern Mid-Atlantic Ridge",earthquake,11.7,1.9,0.06,88,reviewed,us,us
2019-07-07T10:43:44.180Z,35.635,-117.61,8.93,2.53,ml,32,50,0.1279,0.16,ci,ci38475071,2019-07-07T10:47:36.829Z,"6km ENE of Ridgecrest, CA",earthquake,0.22,0.77,0.158,25,automatic,ci,ci
2019-07-07T10:37:45.690Z,35.7574997,-117.5911636,2.77,3.15,ml,55,55,0.05834,0.17,ci,ci38475007,2019-07-07T17:19:38.191Z,"17km W of Searles Valley, CA",earthquake,0.16,0.43,0.231,21,reviewed,ci,ci
2019-07-07T10:32:54.690Z,35.7973328,-117.6226654,6.39,3.38,ml,54,52,0.02749,0.16,ci,ci38474959,2019-07-07T17:19:28.136Z,"20km W of Searles Valley, CA",earthquake,0.16,0.42,0.208,18,reviewed,ci,ci
2019-07-07T10:27:22.389Z,66.2324,-157.2043,0,3.3,ml,,,,0.63,ak,ak0198n35ey6,2019-07-07T10:41:14.040Z,"76km S of Kobuk, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-07-07T10:24:36.460Z,35.802,-117.5621667,3.1,2.79,ml,31,55,0.03183,0.18,ci,ci38474887,2019-07-07T10:35:50.190Z,"15km WNW of Searles Valley, CA",earthquake,0.26,0.61,0.155,25,automatic,ci,ci
